book,priority,cap,ticker,target_pct,stop_pct,time_cap_days,trades,active_months,take_profit_rate_pct,test_take_profit_rate_pct,profitable_rate_pct,test_profitable_rate_pct,average_trade_return_pct,test_average_trade_return_pct,profit_factor,test_profit_factor,score,strategy_code,strategy_label,entry_rule,trade_direction,state_signature,feature_keys,first_trade_date,last_trade_date
daytrade-cobertura-15,57,1D,PETR3,1.5,3.0,1,10,6,90.0,100.0,100.0,100.0,1.3587799999999999,1.5,INF,INF,743.80536,asset_long_open_tp1_5_sl3_cap1__3f__range_position_10d=upper_band__positive_days_10d=neutral__atr_return_1d=rel_near,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Posicao no range 10D: fechou na metade superior; Dias positivos nos ultimos 10 pregoes: 4 a 5 dias positivos em 10D; Retorno 1D normalizado por ATR: perto do normal",open,long,Posicao no range 10D: fechou na metade superior; Dias positivos nos ultimos 10 pregoes: 4 a 5 dias positivos em 10D; Retorno 1D normalizado por ATR: perto do normal,"range_position_10d,positive_days_10d,atr_return_1d",2025-06-17,2026-03-11
daytrade-cobertura-15,28,1D,PETR4,1.5,3.0,1,12,10,91.66666666666666,100.0,100.0,100.0,1.3805166666666668,1.5,INF,INF,789.760256028987,asset_long_open_tp1_5_sl3_cap1__3f__drawdown_5d=dd_1_3__streak_direction=up_1__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Queda desde maxima 5D: 1% a 3% abaixo da maxima; Sequencia de altas/quedas: alta no ultimo pregao; Dia da semana: terca-feira",open,long,Queda desde maxima 5D: 1% a 3% abaixo da maxima; Sequencia de altas/quedas: alta no ultimo pregao; Dia da semana: terca-feira,"drawdown_5d,streak_direction,day_of_week",2025-06-03,2026-04-28
daytrade-cobertura-15,13,1D,POMO4,1.5,3.0,1,14,7,92.85714285714286,100.0,92.85714285714286,100.0,1.3849357142857142,1.5,175.8341,INF,767.9116294802311,asset_long_open_tp1_5_sl3_cap1__3f__close_vs_sma20=up_1_5__compression_3v20=low__streak_direction=up_2_3,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Fechamento vs MM20: acima leve; Compressao 3D vs 20D: baixo; Sequencia de altas/quedas: alta em 2 a 3 pregoes seguidos",open,long,Fechamento vs MM20: acima leve; Compressao 3D vs 20D: baixo; Sequencia de altas/quedas: alta em 2 a 3 pregoes seguidos,"close_vs_sma20,compression_3v20,streak_direction",2025-06-02,2026-04-02
daytrade-cobertura-15,8,1D,PRIO3,1.5,3.0,1,15,5,93.33333333333333,100.0,100.0,100.0,1.4584533333333334,1.5,INF,INF,745.4404731027485,asset_long_open_tp1_5_sl3_cap1__2f__close_vs_sma50=up_5_10__compression_3v20=high,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Fechamento vs MM50: acima forte; Compressao 3D vs 20D: alto",open,long,Fechamento vs MM50: acima forte; Compressao 3D vs 20D: alto,"close_vs_sma50,compression_3v20",2025-06-04,2026-04-16
daytrade-cobertura-15,44,1D,PSSA3,1.5,3.0,1,11,4,90.9090909090909,100.0,90.9090909090909,100.0,1.0909090909090908,1.5,5.0000,INF,684.5786162287405,asset_long_open_tp1_5_sl3_cap1__3f__sma50_slope_10d=near__range_position_10d=upper_band__range_position_20d=upper_band,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Inclinacao da MM50 em 10D: perto do equilibrio; Posicao no range 10D: fechou na metade superior; Posicao no range 20D: fechou na metade superior",open,long,Inclinacao da MM50 em 10D: perto do equilibrio; Posicao no range 10D: fechou na metade superior; Posicao no range 20D: fechou na metade superior,"sma50_slope_10d,range_position_10d,range_position_20d",2025-08-07,2026-04-15
daytrade-cobertura-15,45,1D,RADL3,1.5,3.0,1,11,9,90.9090909090909,100.0,90.9090909090909,100.0,1.2813272727272726,1.5,16.5673,INF,768.4770398365883,asset_long_open_tp1_5_sl3_cap1__2f__prev_ret_3d=up_1_3__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 3D: alta de 1% a 3%; Dia da semana: terca-feira",open,long,Retorno acumulado 3D: alta de 1% a 3%; Dia da semana: terca-feira,"prev_ret_3d,day_of_week",2025-05-27,2026-04-14
daytrade-cobertura-15,3,1D,RAIL3,1.5,3.0,1,20,11,95.0,100.0,100.0,100.0,1.44542,1.5,INF,INF,803.1699466319785,asset_long_open_tp1_5_sl3_cap1__3f__gap_pct=flat__intraday_return_prev=flat__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Gap da abertura: neutro; Retorno intraday do candle de referencia: neutro; Dia da semana: terca-feira",open,long,Gap da abertura: neutro; Retorno intraday do candle de referencia: neutro; Dia da semana: terca-feira,"gap_pct,intraday_return_prev,day_of_week",2025-05-20,2026-04-14
daytrade-cobertura-15,46,1D,RDOR3,1.5,3.0,1,11,7,90.9090909090909,100.0,90.9090909090909,100.0,1.3372454545454546,1.5,51.6707,INF,783.6962687539931,asset_long_open_tp1_5_sl3_cap1__2f__prev_ret_5d=up_1_3__day_of_week=thu,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 5D: alta de 1% a 3%; Dia da semana: quinta-feira",open,long,Retorno acumulado 5D: alta de 1% a 3%; Dia da semana: quinta-feira,"prev_ret_5d,day_of_week",2025-08-21,2026-02-26
daytrade-cobertura-15,47,1D,RECV3,1.5,3.0,1,11,9,90.9090909090909,100.0,100.0,100.0,1.4312272727272728,1.5,INF,INF,782.2785960267204,asset_long_open_tp1_5_sl3_cap1__3f__gap_pct=flat__drawdown_10d=dd_6_10__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Gap da abertura: neutro; Queda desde maxima 10D: 6% a 10% abaixo da maxima; Dia da semana: terca-feira",open,long,Gap da abertura: neutro; Queda desde maxima 10D: 6% a 10% abaixo da maxima; Dia da semana: terca-feira,"gap_pct,drawdown_10d,day_of_week",2025-05-20,2026-03-24
daytrade-cobertura-15,29,1D,SANB11,1.5,3.0,1,12,7,100.0,100.0,100.0,100.0,1.5,1.5,INF,INF,784.633449968381,asset_long_open_tp1_5_sl3_cap1__2f__range_position_5d=lower_band__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Posicao no range 5D: fechou na metade inferior; Dia da semana: terca-feira",open,long,Posicao no range 5D: fechou na metade inferior; Dia da semana: terca-feira,"range_position_5d,day_of_week",2025-06-03,2026-03-31
daytrade-cobertura-15,30,1D,SBSP3,1.5,3.0,1,12,9,91.66666666666666,100.0,91.66666666666666,100.0,1.3591583333333332,1.5,86.7964,INF,781.5266833017142,asset_long_open_tp1_5_sl3_cap1__3f__prev_ret_2d=flat__drawdown_10d=dd_1_3__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 2D: neutro; Queda desde maxima 10D: 1% a 3% abaixo da maxima; Dia da semana: terca-feira",open,long,Retorno acumulado 2D: neutro; Queda desde maxima 10D: 1% a 3% abaixo da maxima; Dia da semana: terca-feira,"prev_ret_2d,drawdown_10d,day_of_week",2025-05-20,2026-04-07
daytrade-cobertura-15,48,1D,SMFT3,1.5,3.0,1,11,6,100.0,100.0,100.0,100.0,1.5,1.5,INF,INF,779.4978081479325,asset_long_open_tp1_5_sl3_cap1__3f__prev_ret_1d=flat__range_position_20d=near_low__drawdown_10d=dd_10_15,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 1D: neutro; Posicao no range 20D: fechou perto da minima; Queda desde maxima 10D: 10% a 15% abaixo da maxima",open,long,Retorno acumulado 1D: neutro; Posicao no range 20D: fechou perto da minima; Queda desde maxima 10D: 10% a 15% abaixo da maxima,"prev_ret_1d,range_position_20d,drawdown_10d",2025-07-15,2026-03-16
daytrade-cobertura-15,58,1D,TAEE11,1.5,3.0,1,10,8,90.0,100.0,100.0,100.0,1.35301,1.5,INF,INF,766.9179381818182,asset_long_open_tp1_5_sl3_cap1__3f__prev_ret_2d=up_1_3__day_of_week=tue__volume_spike_1d=very_low,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 2D: alta de 1% a 3%; Dia da semana: terca-feira; Spike de volume vs maximo 5D: muito baixo",open,long,Retorno acumulado 2D: alta de 1% a 3%; Dia da semana: terca-feira; Spike de volume vs maximo 5D: muito baixo,"prev_ret_2d,day_of_week,volume_spike_1d",2025-05-27,2026-03-17
daytrade-cobertura-15,59,1D,TIMS3,1.5,3.0,1,10,7,90.0,100.0,90.0,100.0,1.05,1.5,4.5000,INF,695.1833333333334,asset_long_open_tp1_5_sl3_cap1__3f__prev_ret_5d=flat__sma50_slope_10d=up_1_5__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 5D: neutro; Inclinacao da MM50 em 10D: acima leve; Dia da semana: terca-feira",open,long,Retorno acumulado 5D: neutro; Inclinacao da MM50 em 10D: acima leve; Dia da semana: terca-feira,"prev_ret_5d,sma50_slope_10d,day_of_week",2025-05-27,2026-04-07
daytrade-cobertura-15,31,1D,TOTS3,1.5,3.0,1,12,6,91.66666666666666,100.0,91.66666666666666,100.0,1.3384999999999998,1.5,37.6712,INF,758.1651469380779,asset_long_open_tp1_5_sl3_cap1__3f__prev_ret_5d=up_1_3__intraday_return_prev=flat__range_position_10d=middle,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 5D: alta de 1% a 3%; Retorno intraday do candle de referencia: neutro; Posicao no range 10D: fechou no meio",open,long,Retorno acumulado 5D: alta de 1% a 3%; Retorno intraday do candle de referencia: neutro; Posicao no range 10D: fechou no meio,"prev_ret_5d,intraday_return_prev,range_position_10d",2025-06-17,2026-04-08
daytrade-cobertura-15,32,1D,UGPA3,1.5,3.0,1,12,7,91.66666666666666,100.0,91.66666666666666,100.0,1.3331,1.5,32.8162,INF,763.0473166350477,asset_long_open_tp1_5_sl3_cap1__3f__sma20_slope_5d=near__compression_3v20=high__close_vs_ema9=up_1_5,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Inclinacao da MM20 em 5D: perto do equilibrio; Compressao 3D vs 20D: alto; Fechamento vs EMA9: acima leve",open,long,Inclinacao da MM20 em 5D: perto do equilibrio; Compressao 3D vs 20D: alto; Fechamento vs EMA9: acima leve,"sma20_slope_5d,compression_3v20,close_vs_ema9",2025-06-12,2026-05-11
daytrade-cobertura-15,33,1D,VBBR3,1.5,3.0,1,12,9,91.66666666666666,100.0,100.0,100.0,1.449025,1.5,INF,INF,784.3096287562597,asset_long_open_tp1_5_sl3_cap1__3f__range_position_20d=middle__drawdown_10d=dd_3_6__day_of_week=tue,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Posicao no range 20D: fechou no meio; Queda desde maxima 10D: 3% a 6% abaixo da maxima; Dia da semana: terca-feira",open,long,Posicao no range 20D: fechou no meio; Queda desde maxima 10D: 3% a 6% abaixo da maxima; Dia da semana: terca-feira,"range_position_20d,drawdown_10d,day_of_week",2025-07-29,2026-05-05
daytrade-cobertura-15,49,1D,VIVT3,1.5,3.0,1,11,6,100.0,100.0,100.0,100.0,1.5,1.5,INF,INF,776.4675051176295,asset_long_open_tp1_5_sl3_cap1__3f__sma5_vs_sma20=near__range_position_5d=near_high__range_position_10d=near_high,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | MM5 vs MM20: perto do equilibrio; Posicao no range 5D: fechou perto da maxima; Posicao no range 10D: fechou perto da maxima",open,long,MM5 vs MM20: perto do equilibrio; Posicao no range 5D: fechou perto da maxima; Posicao no range 10D: fechou perto da maxima,"sma5_vs_sma20,range_position_5d,range_position_10d",2025-06-02,2026-04-02
daytrade-cobertura-15,34,1D,WEGE3,1.5,3.0,1,12,6,100.0,100.0,100.0,100.0,1.5,1.5,INF,INF,790.5620213969524,asset_long_open_tp1_5_sl3_cap1__3f__prev_ret_2d=up_3_5__positive_days_10d=strong__close_vs_ema21=up_5_10,"Discovery Acao: compra no open, alvo +1.5% / stop -3% / cap 1D | Retorno acumulado 2D: alta de 3% a 5%; Dias positivos nos ultimos 10 pregoes: 6 a 7 dias positivos em 10D; Fechamento vs EMA21: acima forte",open,long,Retorno acumulado 2D: alta de 3% a 5%; Dias positivos nos ultimos 10 pregoes: 6 a 7 dias positivos em 10D; Fechamento vs EMA21: acima forte,"prev_ret_2d,positive_days_10d,close_vs_ema21",2025-10-24,2026-04-09
daytrade-cobertura-10,8,1D,BBDC4,1.0,2.0,1,18,6,94.44444444444444,100.0,94.44444444444444,100.0,0.9292555555555556,1.0,62.1800,INF,731.582135596382,asset_long_open_tp1_sl2_cap1__3f__prev_ret_1d=flat__positive_days_5d=strong__positive_days_10d=very_strong,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Retorno acumulado 1D: neutro; Dias positivos nos ultimos 5 pregoes: 4 a 5 dias positivos em 5D; Dias positivos nos ultimos 10 pregoes: 8 a 10 dias positivos em 10D",open,long,Retorno acumulado 1D: neutro; Dias positivos nos ultimos 5 pregoes: 4 a 5 dias positivos em 5D; Dias positivos nos ultimos 10 pregoes: 8 a 10 dias positivos em 10D,"prev_ret_1d,positive_days_5d,positive_days_10d",2025-05-27,2026-04-17
daytrade-cobertura-10,58,1D,BBSE3,1.0,2.0,1,10,7,90.0,100.0,100.0,100.0,0.9497500000000001,1.0,INF,INF,732.9803333333334,asset_long_open_tp1_sl2_cap1__3f__range_position_10d=lower_band__drawdown_5d=dd_1_3__streak_direction=down_2_3,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Posicao no range 10D: fechou na metade inferior; Queda desde maxima 5D: 1% a 3% abaixo da maxima; Sequencia de altas/quedas: queda em 2 a 3 pregoes seguidos",open,long,Posicao no range 10D: fechou na metade inferior; Queda desde maxima 5D: 1% a 3% abaixo da maxima; Sequencia de altas/quedas: queda em 2 a 3 pregoes seguidos,"range_position_10d,drawdown_5d,streak_direction",2025-06-26,2026-05-14
daytrade-cobertura-10,48,1D,CXSE3,1.0,2.0,1,11,8,90.9090909090909,100.0,90.9090909090909,100.0,0.8900181818181818,1.0,47.6644,INF,749.8295414812658,asset_long_open_tp1_sl2_cap1__3f__gap_pct=flat__gap_vs_range20=rel_soft_up__atr_return_1d=rel_near,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Gap da abertura: neutro; Gap vs range medio 20D: levemente acima; Retorno 1D normalizado por ATR: perto do normal",open,long,Gap da abertura: neutro; Gap vs range medio 20D: levemente acima; Retorno 1D normalizado por ATR: perto do normal,"gap_pct,gap_vs_range20,atr_return_1d",2025-06-06,2026-03-31
daytrade-cobertura-10,49,1D,ISAE4,1.0,2.0,1,11,7,90.9090909090909,100.0,90.9090909090909,100.0,0.8925454545454545,1.0,54.9451,INF,745.3043131984375,asset_long_open_tp1_sl2_cap1__3f__prev_ret_2d=up_1_3__sma20_vs_sma50=up_1_5__intraday_return_prev=up_1_3,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Retorno acumulado 2D: alta de 1% a 3%; MM20 vs MM50: acima leve; Retorno intraday do candle de referencia: alta de 1% a 3%",open,long,Retorno acumulado 2D: alta de 1% a 3%; MM20 vs MM50: acima leve; Retorno intraday do candle de referencia: alta de 1% a 3%,"prev_ret_2d,sma20_vs_sma50,intraday_return_prev",2025-09-18,2026-05-04
daytrade-cobertura-10,37,1D,KLBN11,1.0,2.0,1,12,5,91.66666666666666,100.0,91.66666666666666,100.0,0.75,1.0,5.5000,INF,656.3001166350476,asset_long_open_tp1_sl2_cap1__3f__gap_pct=flat__sma20_vs_sma50=up_1_5__day_of_week=tue,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Gap da abertura: neutro; MM20 vs MM50: acima leve; Dia da semana: terca-feira",open,long,Gap da abertura: neutro; MM20 vs MM50: acima leve; Dia da semana: terca-feira,"gap_pct,sma20_vs_sma50,day_of_week",2025-06-03,2026-03-17
daytrade-cobertura-10,51,1D,SLCE3,1.0,2.0,1,11,7,90.9090909090909,100.0,90.9090909090909,100.0,0.7272727272727273,1.0,5.0000,INF,679.0654072155315,asset_long_open_tp1_sl2_cap1__3f__sma50_slope_10d=near__intraday_return_prev=flat__volume_spike_1d=high,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Inclinacao da MM50 em 10D: perto do equilibrio; Retorno intraday do candle de referencia: neutro; Spike de volume vs maximo 5D: alto",open,long,Inclinacao da MM50 em 10D: perto do equilibrio; Retorno intraday do candle de referencia: neutro; Spike de volume vs maximo 5D: alto,"sma50_slope_10d,intraday_return_prev,volume_spike_1d",2025-05-28,2026-05-15
daytrade-cobertura-10,26,1D,VALE3,1.0,2.0,1,14,10,92.85714285714286,100.0,92.85714285714286,100.0,0.9167500000000001,1.0,78.5498,INF,765.6115827269844,asset_long_open_tp1_sl2_cap1__3f__gap_pct=flat__drawdown_10d=dd_1_3__day_of_week=tue,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Gap da abertura: neutro; Queda desde maxima 10D: 1% a 3% abaixo da maxima; Dia da semana: terca-feira",open,long,Gap da abertura: neutro; Queda desde maxima 10D: 1% a 3% abaixo da maxima; Dia da semana: terca-feira,"gap_pct,drawdown_10d,day_of_week",2025-06-10,2026-04-07
daytrade-cobertura-10,66,1D,VIVA3,1.0,2.0,1,8,4,100.0,100.0,100.0,100.0,1.0,1.0,INF,INF,724.2247198959356,asset_long_open_tp1_sl2_cap1__3f__intraday_return_prev=up_1_3__atr_return_1d=rel_soft_up__atr_return_5d=rel_near,"Discovery Acao: compra no open, alvo +1% / stop -2% / cap 1D | Retorno intraday do candle de referencia: alta de 1% a 3%; Retorno 1D normalizado por ATR: levemente acima; Retorno 5D normalizado por ATR: perto do normal",open,long,Retorno intraday do candle de referencia: alta de 1% a 3%; Retorno 1D normalizado por ATR: levemente acima; Retorno 5D normalizado por ATR: perto do normal,"intraday_return_prev,atr_return_1d,atr_return_5d",2025-07-21,2026-04-16
