strategy_code,ticker,trigger_date,exit_date,entry_price,exit_price,trade_return_pct,exit_reason
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,ITUB4,2026-04-02,2026-04-02,42.6200,43.0462,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,SUZB3,2026-04-02,2026-04-07,51.3800,49.3248,-4.0000,stop_loss
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,BPAC11,2026-04-06,2026-04-06,57.5000,58.0750,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,IRBR3,2026-04-06,2026-04-06,55.0200,55.5702,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,POMO4,2026-04-06,2026-04-08,6.2500,6.3125,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,RENT3,2026-04-06,2026-04-06,47.6100,48.0861,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,HYPE3,2026-04-07,2026-04-07,22.7000,22.9270,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,FLRY3,2026-04-08,2026-04-09,16.5500,16.7155,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,POMO4,2026-04-08,2026-04-08,6.4000,6.4640,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,PSSA3,2026-04-08,2026-04-08,51.9000,52.4190,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,HYPE3,2026-04-10,2026-04-10,23.8600,24.0986,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_1d=flat__sma20_vs_sma50=dn_1_5__atr_return_5d=rel_soft_up,WEGE3,2026-04-10,2026-04-10,52.5000,53.0250,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,BPAC11,2026-04-10,2026-04-10,63.0300,63.6603,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,CEAB3,2026-04-10,2026-04-10,13.4200,13.5542,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,CPFE3,2026-04-10,2026-04-10,53.0500,53.5805,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,CSMG3,2026-04-10,2026-04-13,60.6900,58.2624,-4.0000,stop_loss
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,GGBR4,2026-04-10,2026-04-10,21.3300,21.5433,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,ISAE4,2026-04-10,2026-04-10,30.8100,31.1181,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,ITSA4,2026-04-10,2026-04-13,14.8500,14.7100,-0.9428,time_cap
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,NATU3,2026-04-10,2026-04-13,10.3400,10.3200,-0.1934,time_cap
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,SLCE3,2026-04-10,2026-04-10,18.6900,18.8769,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_20d=shock_up__close_vs_sma50=up_5_10__day_of_week=fri,WEGE3,2026-04-10,2026-04-10,52.5000,53.0250,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,CEAB3,2026-04-01,2026-04-01,12.2000,12.3220,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,ALOS3,2026-04-06,2026-04-06,30.3000,30.6030,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,FLRY3,2026-04-06,2026-04-08,15.9100,16.0691,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,IGTI11,2026-04-06,2026-04-08,27.9500,28.2295,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,IRBR3,2026-04-06,2026-04-06,55.0200,55.5702,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,POMO4,2026-04-06,2026-04-08,6.2500,6.3125,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,PSSA3,2026-04-06,2026-04-06,50.5200,51.0252,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,CPFE3,2026-04-08,2026-04-08,50.1800,50.6818,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,FLRY3,2026-04-08,2026-04-09,16.5500,16.7155,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,POMO4,2026-04-08,2026-04-08,6.4000,6.4640,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,PSSA3,2026-04-08,2026-04-08,51.9000,52.4190,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,CURY3,2026-04-09,2026-04-09,35.8500,36.2085,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,IRBR3,2026-04-09,2026-04-09,55.9600,56.5196,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,RENT3,2026-04-13,2026-04-13,48.3000,48.7830,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_2d=flat__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5,VALE3,2026-04-13,2026-04-13,85.1100,85.9611,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_3d=flat__compression_3v20=very_low__drawdown_10d=dd_1_3,UGPA3,2026-04-01,2026-04-01,28.9300,29.2193,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_3d=flat__compression_3v20=very_low__drawdown_10d=dd_1_3,BEEF3,2026-04-07,2026-04-07,4.2600,4.0896,-4.0000,stop_loss
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,ABEV3,2026-04-02,2026-04-02,15.1500,15.3015,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,ALOS3,2026-04-02,2026-04-02,30.0000,30.3000,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,AURE3,2026-04-02,2026-04-02,11.7900,11.9079,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,AXIA6,2026-04-02,2026-04-02,64.0500,64.6905,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,B3SA3,2026-04-02,2026-04-02,17.9800,18.1598,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,BBDC3,2026-04-02,2026-04-02,16.4100,16.5741,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,BPAC11,2026-04-02,2026-04-02,55.5300,56.0853,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,CPFE3,2026-04-02,2026-04-02,47.5300,48.0053,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,CURY3,2026-04-02,2026-04-02,35.3600,35.7136,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,ENGI11,2026-04-02,2026-04-02,51.5000,52.0150,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,FLRY3,2026-04-02,2026-04-02,15.7000,15.8570,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,ITUB4,2026-04-02,2026-04-02,42.6200,43.0462,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,MOTV3,2026-04-02,2026-04-02,15.6800,15.8368,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,MULT3,2026-04-02,2026-04-02,31.5100,31.8251,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,RECV3,2026-04-02,2026-04-02,14.0000,14.1400,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,B3SA3,2026-04-09,2026-04-09,18.8600,19.0486,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,BBSE3,2026-04-09,2026-04-09,36.0000,36.3600,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,CMIN3,2026-04-09,2026-04-09,5.0800,5.1308,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,COGN3,2026-04-09,2026-04-09,3.2300,3.2623,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,FLRY3,2026-04-09,2026-04-09,16.2100,16.3721,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,HYPE3,2026-04-09,2026-04-10,23.8300,24.0683,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,PSSA3,2026-04-09,2026-04-09,51.7600,52.2776,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,SANB11,2026-04-09,2026-04-09,31.6000,31.9160,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,SMFT3,2026-04-09,2026-04-13,19.5400,18.7584,-4.0000,stop_loss
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__range_position_20d=upper_band__day_of_week=thu,VAMO3,2026-04-09,2026-04-09,3.8700,3.9087,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,BBSE3,2026-04-01,2026-04-02,35.0000,35.3500,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,BPAC11,2026-04-01,2026-04-01,56.6600,57.2266,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,CEAB3,2026-04-01,2026-04-01,12.2000,12.3220,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,HYPE3,2026-04-01,2026-04-01,23.0000,23.2300,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,RENT3,2026-04-01,2026-04-01,47.4900,47.9649,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,BPAC11,2026-04-02,2026-04-02,55.5300,56.0853,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,CPFE3,2026-04-02,2026-04-02,47.5300,48.0053,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,MOTV3,2026-04-02,2026-04-02,15.6800,15.8368,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,MULT3,2026-04-02,2026-04-02,31.5100,31.8251,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,CURY3,2026-04-06,2026-04-06,36.1500,36.5115,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,FLRY3,2026-04-06,2026-04-08,15.9100,16.0691,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,IGTI11,2026-04-06,2026-04-08,27.9500,28.2295,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,MBRF3,2026-04-06,2026-04-06,20.8000,21.0080,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,POMO4,2026-04-06,2026-04-08,6.2500,6.3125,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,FLRY3,2026-04-08,2026-04-09,16.5500,16.7155,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,POMO4,2026-04-08,2026-04-08,6.4000,6.4640,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,PSSA3,2026-04-08,2026-04-08,51.9000,52.4190,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,BBSE3,2026-04-09,2026-04-09,36.0000,36.3600,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,FLRY3,2026-04-09,2026-04-09,16.2100,16.3721,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,HYPE3,2026-04-09,2026-04-10,23.8300,24.0683,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,IRBR3,2026-04-09,2026-04-09,55.9600,56.5196,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,PSSA3,2026-04-09,2026-04-09,51.7600,52.2776,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,BBSE3,2026-04-10,2026-04-13,36.0900,36.0500,-0.1108,time_cap
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,HYPE3,2026-04-10,2026-04-10,23.8600,24.0986,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,VALE3,2026-04-10,2026-04-10,85.0000,85.8500,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma20_vs_sma50=dn_1_5__range_position_10d=upper_band,RENT3,2026-04-13,2026-04-13,48.3000,48.7830,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,RECV3,2026-04-02,2026-04-02,14.0000,14.1400,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,CURY3,2026-04-06,2026-04-06,36.1500,36.5115,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,TIMS3,2026-04-06,2026-04-08,27.1500,27.4215,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,VIVT3,2026-04-06,2026-04-08,41.3600,41.7736,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,ASAI3,2026-04-07,2026-04-07,8.9100,8.9991,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,RAIL3,2026-04-07,2026-04-07,15.9000,16.0590,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,VIVT3,2026-04-07,2026-04-07,40.6000,41.0060,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,CSMG3,2026-04-13,2026-04-13,58.7000,56.8400,-3.1687,time_cap
asset_long_open_tp1_sl4_cap5__3f__prev_ret_5d=up_1_3__sma50_slope_10d=up_1_5__atr_return_1d=rel_soft_dn,RENT3,2026-04-13,2026-04-13,48.3000,48.7830,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,HYPE3,2026-04-01,2026-04-01,23.0000,23.2300,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,ASAI3,2026-04-02,2026-04-02,8.9900,9.0799,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,AURE3,2026-04-02,2026-04-02,11.7900,11.9079,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,B3SA3,2026-04-02,2026-04-02,17.9800,18.1598,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,BBSE3,2026-04-02,2026-04-02,34.7700,35.1177,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,CEAB3,2026-04-02,2026-04-02,11.7900,11.9079,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,CPFE3,2026-04-02,2026-04-02,47.5300,48.0053,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,CSMG3,2026-04-02,2026-04-02,56.5100,57.0751,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,CXSE3,2026-04-02,2026-04-02,18.0500,18.2305,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,HYPE3,2026-04-02,2026-04-02,22.5000,22.7250,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,ISAE4,2026-04-02,2026-04-02,28.3100,28.5931,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,MOTV3,2026-04-02,2026-04-02,15.6800,15.8368,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,PSSA3,2026-04-02,2026-04-02,48.5100,48.9951,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,SBSP3,2026-04-02,2026-04-02,152.4000,153.9240,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,TAEE11,2026-04-02,2026-04-02,42.2800,42.7028,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,USIM5,2026-04-02,2026-04-02,6.6200,6.6862,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,VBBR3,2026-04-02,2026-04-02,30.5800,30.8858,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,AXIA7,2026-04-07,2026-04-07,56.3300,56.8933,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,BBDC3,2026-04-07,2026-04-07,16.5100,16.6751,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,BBDC4,2026-04-07,2026-04-07,18.9300,19.1193,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,EGIE3,2026-04-07,2026-04-07,33.0100,33.3401,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,LREN3,2026-04-13,2026-04-13,15.4300,15.5843,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,RENT3,2026-04-13,2026-04-13,48.3000,48.7830,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_slope_5d=near__gap_vs_atr14=rel_soft_dn__range_position_10d=upper_band,VAMO3,2026-04-13,2026-04-13,3.9000,3.9390,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,EGIE3,2026-04-02,2026-04-02,32.1600,32.4816,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,FLRY3,2026-04-02,2026-04-02,15.7000,15.8570,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,SUZB3,2026-04-02,2026-04-07,51.3800,49.3248,-4.0000,stop_loss
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,BPAC11,2026-04-06,2026-04-06,57.5000,58.0750,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,POMO4,2026-04-06,2026-04-08,6.2500,6.3125,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,RENT3,2026-04-06,2026-04-06,47.6100,48.0861,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,HYPE3,2026-04-07,2026-04-07,22.7000,22.9270,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,RENT3,2026-04-07,2026-04-07,46.7200,47.1872,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,CEAB3,2026-04-08,2026-04-08,12.7000,12.8270,1.0000,take_profit
asset_long_open_tp1_sl4_cap5__3f__sma20_vs_sma50=dn_1_5__atr_return_1d=rel_near__atr_return_5d=rel_soft_up,FLRY3,2026-04-08,2026-04-09,16.5500,16.7155,1.0000,take_profit
